record_id,control_name,is_anomaly,anomaly_type,severity,explanation
DRF00114,Control-88,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00385,Control-38,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00167,Control-68,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00183,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00087,Control-54,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00118,Control-82,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00323,Control-13,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00397,Control-89,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00171,Control-12,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00187,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00179,Control-14,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00232,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00211,Control-34,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00313,Control-93,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00419,Control-25,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00082,Control-17,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00496,Control-14,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00255,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00491,Control-88,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00335,Control-54,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00260,Control-85,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00363,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00396,Control-45,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00293,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00116,Control-47,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00296,Control-93,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00066,Control-59,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00486,Control-77,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00133,Control-98,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00319,Control-47,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00148,Control-98,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00081,Control-23,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00424,Control-79,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00399,Control-29,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00039,Control-75,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00071,Control-54,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00372,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00121,Control-46,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00127,Control-10,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00487,Control-86,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00295,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00300,Control-34,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00352,Control-51,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00162,Control-95,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00488,Control-33,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00289,Control-4,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00206,Control-45,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00156,Control-80,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00240,Control-4,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00092,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00089,Control-73,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00035,Control-50,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00235,Control-50,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00214,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00275,Control-75,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00308,Control-35,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00447,Control-59,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00378,Control-62,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00394,Control-22,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00029,Control-40,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00169,Control-24,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00181,Control-64,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00405,Control-34,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00369,Control-73,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00079,Control-59,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00348,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00478,Control-69,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00173,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00270,Control-57,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00225,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00077,Control-59,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00194,Control-64,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00479,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00329,Control-40,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00136,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00230,Control-41,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00287,Control-48,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00025,Control-1,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00269,Control-29,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00367,Control-4,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00125,Control-15,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00417,Control-54,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00274,Control-38,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00137,Control-68,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00205,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00426,Control-78,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00357,Control-24,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00224,Control-33,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00414,Control-88,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00272,Control-79,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00362,Control-84,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00384,Control-86,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00163,Control-32,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00107,Control-94,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00448,Control-59,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00096,Control-6,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00457,Control-70,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00266,Control-36,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00047,Control-77,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00250,Control-17,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00241,Control-99,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00373,Control-87,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00380,Control-69,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00243,Control-28,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00104,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00452,Control-16,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00006,Control-41,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00258,Control-49,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00456,Control-42,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00200,Control-20,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00465,Control-32,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00259,Control-81,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00432,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00083,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00315,Control-41,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00176,Control-47,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00233,Control-49,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00074,Control-98,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00008,Control-23,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00353,Control-29,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00172,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00267,Control-55,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00007,Control-90,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00011,Control-56,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00010,Control-9,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00302,Control-84,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00072,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00101,Control-11,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00495,Control-4,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00326,Control-88,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00056,Control-84,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00445,Control-84,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00375,Control-72,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00238,Control-39,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00434,Control-59,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
